t, posRWr_ref, posRWr, posRWtheta_ref, posRWtheta
0.715500, 0.433013, 0.428148, 2.094395, 1.205547
0.717000, 0.433013, 0.428618, 2.094395, 1.204115
0.718500, 0.433013, 0.429084, 2.094395, 1.202691
0.720000, 0.433013, 0.429546, 2.094395, 1.201275
0.721500, 0.433013, 0.430003, 2.094395, 1.199867
0.723000, 0.433013, 0.430456, 2.094395, 1.198466
0.724500, 0.433013, 0.430904, 2.094395, 1.197073
0.726000, 0.433013, 0.431348, 2.094395, 1.195688
0.727500, 0.433013, 0.431788, 2.094395, 1.194312
0.729000, 0.433013, 0.432222, 2.094395, 1.192943
0.730500, 0.433013, 0.432652, 2.094395, 1.191582
0.732000, 0.433013, 0.433078, 2.094395, 1.190229
0.733500, 0.433013, 0.433499, 2.094395, 1.188884
0.735000, 0.433013, 0.433914, 2.094395, 1.187547
0.736500, 0.433013, 0.434323, 2.094395, 1.186216
0.738000, 0.433013, 0.434728, 2.094395, 1.184894
0.739500, 0.433013, 0.435127, 2.094395, 1.183580
0.741000, 0.433013, 0.435521, 2.094395, 1.182274
0.742500, 0.433013, 0.435910, 2.094395, 1.180976
0.744000, 0.433013, 0.436295, 2.094395, 1.179687
0.745500, 0.433013, 0.436674, 2.094395, 1.178407
0.747000, 0.433013, 0.437049, 2.094395, 1.177135
0.748500, 0.433013, 0.437419, 2.094395, 1.175871
0.750000, 0.433013, 0.437784, 2.094395, 1.174617
0.751500, 0.433013, 0.438144, 2.094395, 1.173371
0.753000, 0.433013, 0.438499, 2.094395, 1.172134
0.754500, 0.433013, 0.438849, 2.094395, 1.170906
0.756000, 0.433013, 0.439194, 2.094395, 1.169686
0.757500, 0.433013, 0.439535, 2.094395, 1.168475
0.759000, 0.433013, 0.439870, 2.094395, 1.167274
0.760500, 0.433013, 0.440200, 2.094395, 1.166081
0.762000, 0.433013, 0.440525, 2.094395, 1.164896
0.763500, 0.433013, 0.440845, 2.094395, 1.163721
0.765000, 0.433013, 0.441160, 2.094395, 1.162555
0.766500, 0.433013, 0.441469, 2.094395, 1.161397
0.768000, 0.433013, 0.441774, 2.094395, 1.160249
0.769500, 0.433013, 0.442073, 2.094395, 1.159109
0.771000, 0.433013, 0.442367, 2.094395, 1.157978
0.772500, 0.433013, 0.442656, 2.094395, 1.156856
0.774000, 0.433013, 0.442939, 2.094395, 1.155743
0.775500, 0.433013, 0.443217, 2.094395, 1.154640
0.777000, 0.433013, 0.443490, 2.094395, 1.153545
0.778500, 0.433013, 0.443758, 2.094395, 1.152459
0.780000, 0.433013, 0.444020, 2.094395, 1.151382
0.781500, 0.433013, 0.444277, 2.094395, 1.150314
0.783000, 0.433013, 0.444528, 2.094395, 1.149255
0.784500, 0.433013, 0.444775, 2.094395, 1.148205
0.786000, 0.433013, 0.445015, 2.094395, 1.147164
0.787500, 0.433013, 0.445250, 2.094395, 1.146132
0.789000, 0.433013, 0.445480, 2.094395, 1.145109
0.790500, 0.433013, 0.445705, 2.094395, 1.144095
0.792000, 0.433013, 0.445924, 2.094395, 1.143090
0.793500, 0.433013, 0.446137, 2.094395, 1.142094
0.795000, 0.433013, 0.446345, 2.094395, 1.141107
0.796500, 0.433013, 0.446547, 2.094395, 1.140129
0.798000, 0.433013, 0.446744, 2.094395, 1.139161
0.799500, 0.433013, 0.446936, 2.094395, 1.138201
0.801000, 0.433013, 0.447122, 2.094395, 1.137250
0.802500, 0.433013, 0.447302, 2.094395, 1.136309
0.804000, 0.433013, 0.447477, 2.094395, 1.135376
0.805500, 0.433013, 0.447646, 2.094395, 1.134453
0.807000, 0.433013, 0.447810, 2.094395, 1.133538
0.808500, 0.433013, 0.447968, 2.094395, 1.132633
0.810000, 0.433013, 0.448120, 2.094395, 1.131736
0.811500, 0.433013, 0.448267, 2.094395, 1.130849
0.813000, 0.433013, 0.448409, 2.094395, 1.129971
0.814500, 0.433013, 0.448544, 2.094395, 1.129101
0.816000, 0.433013, 0.448674, 2.094395, 1.128241
0.817500, 0.433013, 0.448798, 2.094395, 1.127389
0.819000, 0.433013, 0.448916, 2.094395, 1.126546
0.820500, 0.433013, 0.449028, 2.094395, 1.125712
0.822000, 0.433013, 0.449134, 2.094395, 1.124887
0.823500, 0.433013, 0.449234, 2.094395, 1.124071
0.825000, 0.433013, 0.449329, 2.094395, 1.123264
0.826500, 0.433013, 0.449418, 2.094395, 1.122467
0.828000, 0.433013, 0.449502, 2.094395, 1.121678
0.829500, 0.433013, 0.449579, 2.094395, 1.120899
0.831000, 0.433013, 0.449652, 2.094395, 1.120129
0.832500, 0.433013, 0.449718, 2.094395, 1.119368
0.834000, 0.433013, 0.449780, 2.094395, 1.118617
0.835500, 0.433013, 0.449835, 2.094395, 1.117874
0.837000, 0.433013, 0.449885, 2.094395, 1.117140
0.838500, 0.433013, 0.449929, 2.094395, 1.116416
0.840000, 0.433013, 0.449968, 2.094395, 1.115701
0.841500, 0.433013, 0.450001, 2.094395, 1.114994
0.843000, 0.433013, 0.450028, 2.094395, 1.114297
0.844500, 0.433013, 0.450050, 2.094395, 1.113608
0.846000, 0.433013, 0.450066, 2.094395, 1.112929
0.847500, 0.433013, 0.450076, 2.094395, 1.112258
0.849000, 0.433013, 0.450081, 2.094395, 1.111596
0.850500, 0.433013, 0.450080, 2.094395, 1.110943
0.852000, 0.433013, 0.450073, 2.094395, 1.110298
0.853500, 0.433013, 0.450061, 2.094395, 1.109663
0.855000, 0.433013, 0.450043, 2.094395, 1.109036
0.856500, 0.433013, 0.450019, 2.094395, 1.108417
0.858000, 0.433013, 0.449990, 2.094395, 1.107807
0.859500, 0.433013, 0.449955, 2.094395, 1.107206
0.861000, 0.433013, 0.449914, 2.094395, 1.106613
0.862500, 0.433013, 0.449867, 2.094395, 1.106028
0.864000, 0.433013, 0.449815, 2.094395, 1.105452
0.865500, 0.433013, 0.449757, 2.094395, 1.104884
0.867000, 0.433013, 0.449693, 2.094395, 1.104325
0.868500, 0.433013, 0.449623, 2.094395, 1.103773
0.870000, 0.433013, 0.449548, 2.094395, 1.103230
0.871500, 0.433013, 0.449466, 2.094395, 1.102695
0.873000, 0.433013, 0.449379, 2.094395, 1.102168
0.874500, 0.433013, 0.449287, 2.094395, 1.101649
0.876000, 0.433013, 0.449188, 2.094395, 1.101138
0.877500, 0.433013, 0.449084, 2.094395, 1.100634
0.879000, 0.433013, 0.448974, 2.094395, 1.100139
0.880500, 0.433013, 0.448858, 2.094395, 1.099651
0.882000, 0.433013, 0.448736, 2.094395, 1.099171
0.883500, 0.433013, 0.448608, 2.094395, 1.098699
0.885000, 0.433013, 0.448475, 2.094395, 1.098234
0.886500, 0.433013, 0.448336, 2.094395, 1.097777
0.888000, 0.433013, 0.448191, 2.094395, 1.097327
0.889500, 0.433013, 0.448040, 2.094395, 1.096885
0.891000, 0.433013, 0.447883, 2.094395, 1.096450
0.892500, 0.433013, 0.447721, 2.094395, 1.096022
0.894000, 0.433013, 0.447553, 2.094395, 1.095601
0.895500, 0.433013, 0.447378, 2.094395, 1.095188
0.897000, 0.433013, 0.447198, 2.094395, 1.094781
0.898500, 0.433013, 0.447013, 2.094395, 1.094382
0.900000, 0.433013, 0.446821, 2.094395, 1.093990
0.901500, 0.433013, 0.446623, 2.094395, 1.093604
0.903000, 0.433013, 0.446420, 2.094395, 1.093226
0.904500, 0.433013, 0.446211, 2.094395, 1.092854
0.906000, 0.433013, 0.445996, 2.094395, 1.092488
0.907500, 0.433013, 0.445775, 2.094395, 1.092130
0.909000, 0.433013, 0.445548, 2.094395, 1.091778
0.910500, 0.433013, 0.445316, 2.094395, 1.091432
0.912000, 0.433013, 0.445078, 2.094395, 1.091093
0.913500, 0.433013, 0.444833, 2.094395, 1.090760
0.915000, 0.433013, 0.444583, 2.094395, 1.090434
0.916500, 0.000000, 0.444318, 1.570796, 1.090055
0.918000, 0.000000, 0.443545, 1.570796, 1.086149
0.919500, 0.000000, 0.442641, 1.570796, 1.076648
0.921000, 0.000000, 0.441418, 1.570796, 1.064841
0.922500, 0.000000, 0.439772, 1.570796, 1.052988
0.924000, 0.000000, 0.438205, 1.570796, 1.040860
0.925500, 0.000000, 0.436686, 1.570796, 1.028886
0.927000, 0.000000, 0.435056, 1.570796, 1.017503
0.928500, 0.000000, 0.433443, 1.570796, 1.006363
0.930000, 0.000000, 0.431855, 1.570796, 0.995412
0.931500, 0.000000, 0.430215, 1.570796, 0.984806
0.933000, 0.000000, 0.428565, 1.570796, 0.974426
0.934500, 0.000000, 0.426919, 1.570796, 0.964232
0.936000, 0.000000, 0.425244, 1.570796, 0.954292
0.937500, 0.000000, 0.423555, 1.570796, 0.944557
0.939000, 0.000000, 0.421861, 1.570796, 0.935005
0.940500, 0.000000, 0.420147, 1.570796, 0.925659
0.942000, 0.000000, 0.418420, 1.570796, 0.916496
0.943500, 0.000000, 0.416682, 1.570796, 0.907502
0.945000, 0.000000, 0.414929, 1.570796, 0.898684
0.946500, 0.000000, 0.413163, 1.570796, 0.890028
0.948000, 0.000000, 0.411386, 1.570796, 0.881526
0.949500, 0.000000, 0.409594, 1.570796, 0.873177
0.951000, 0.000000, 0.407790, 1.570796, 0.864974
0.952500, 0.000000, 0.405975, 1.570796, 0.856909
0.954000, 0.000000, 0.404146, 1.570796, 0.848981
0.955500, 0.000000, 0.402306, 1.570796, 0.841182
0.957000, 0.000000, 0.400454, 1.570796, 0.833510
0.958500, 0.000000, 0.398589, 1.570796, 0.825960
0.960000, 0.000000, 0.396713, 1.570796, 0.818527
0.961500, 0.000000, 0.394826, 1.570796, 0.811208
0.963000, 0.000000, 0.392927, 1.570796, 0.803999
0.964500, 0.000000, 0.391018, 1.570796, 0.796897
0.966000, 0.000000, 0.389097, 1.570796, 0.789898
0.967500, 0.000000, 0.387165, 1.570796, 0.783000
0.969000, 0.000000, 0.385223, 1.570796, 0.776198
0.970500, 0.000000, 0.383270, 1.570796, 0.769491
0.972000, 0.000000, 0.381307, 1.570796, 0.762875
0.973500, 0.000000, 0.379334, 1.570796, 0.756348
0.975000, 0.000000, 0.377351, 1.570796, 0.749907
0.976500, 0.000000, 0.375357, 1.570796, 0.743550
0.978000, 0.000000, 0.373355, 1.570796, 0.737274
0.979500, 0.000000, 0.371342, 1.570796, 0.731077
0.981000, 0.000000, 0.369320, 1.570796, 0.724957
0.982500, 0.000000, 0.367289, 1.570796, 0.718912
0.984000, 0.000000, 0.365249, 1.570796, 0.712939
0.985500, 0.000000, 0.363200, 1.570796, 0.707038
0.987000, 0.000000, 0.361142, 1.570796, 0.701205
0.988500, 0.000000, 0.359076, 1.570796, 0.695440
0.990000, 0.000000, 0.357001, 1.570796, 0.689740
0.991500, 0.000000, 0.354918, 1.570796, 0.684105
0.993000, 0.000000, 0.352827, 1.570796, 0.678531
0.994500, 0.000000, 0.350728, 1.570796, 0.673018
0.996000, 0.000000, 0.348621, 1.570796, 0.667565
0.997500, 0.000000, 0.346507, 1.570796, 0.662169
0.999000, 0.000000, 0.344385, 1.570796, 0.656829
1.000500, 0.000000, 0.342256, 1.570796, 0.651545
1.002000, 0.000000, 0.340119, 1.570796, 0.646314
1.003500, 0.000000, 0.337976, 1.570796, 0.641136
1.005000, 0.000000, 0.335825, 1.570796, 0.636009
1.006500, 0.000000, 0.333668, 1.570796, 0.630932
1.008000, 0.000000, 0.331505, 1.570796, 0.625905
1.009500, 0.000000, 0.329335, 1.570796, 0.620925
1.011000, 0.000000, 0.327158, 1.570796, 0.615991
1.012500, 0.000000, 0.324976, 1.570796, 0.611104
1.014000, 0.000000, 0.322787, 1.570796, 0.606261
1.015500, 0.000000, 0.320593, 1.570796, 0.601463
1.017000, 0.000000, 0.318393, 1.570796, 0.596706
1.018500, 0.000000, 0.316188, 1.570796, 0.591992
1.020000, 0.000000, 0.313977, 1.570796, 0.587319
1.021500, 0.000000, 0.311761, 1.570796, 0.582686
1.023000, 0.000000, 0.309539, 1.570796, 0.578093
1.024500, 0.000000, 0.307313, 1.570796, 0.573537
1.026000, 0.000000, 0.305082, 1.570796, 0.569020
1.027500, 0.000000, 0.302847, 1.570796, 0.564540
1.029000, 0.000000, 0.300606, 1.570796, 0.560095
1.030500, 0.000000, 0.298362, 1.570796, 0.555686
1.032000, 0.000000, 0.296113, 1.570796, 0.551312
1.033500, 0.000000, 0.293860, 1.570796, 0.546972
1.035000, 0.000000, 0.291603, 1.570796, 0.542665
1.036500, 0.000000, 0.289342, 1.570796, 0.538391
1.038000, 0.000000, 0.287078, 1.570796, 0.534149
1.039500, 0.000000, 0.284809, 1.570796, 0.529939
1.041000, 0.000000, 0.282538, 1.570796, 0.525759
1.042500, 0.000000, 0.280263, 1.570796, 0.521610
1.044000, 0.000000, 0.277985, 1.570796, 0.517490
1.045500, 0.000000, 0.275704, 1.570796, 0.513399
1.047000, 0.000000, 0.273419, 1.570796, 0.509337
1.048500, 0.000000, 0.271132, 1.570796, 0.505303
1.050000, 0.000000, 0.268843, 1.570796, 0.501296
1.051500, 0.000000, 0.266551, 1.570796, 0.497316
1.053000, 0.000000, 0.264256, 1.570796, 0.493363
1.054500, 0.000000, 0.261959, 1.570796, 0.489435
1.056000, 0.000000, 0.259660, 1.570796, 0.485534
1.057500, 0.000000, 0.257359, 1.570796, 0.481656
1.059000, 0.000000, 0.255055, 1.570796, 0.477805
1.060500, 0.000000, 0.252751, 1.570796, 0.473975
1.062000, 0.000000, 0.250443, 1.570796, 0.470173
1.063500, 0.000000, 0.248136, 1.570796, 0.466389
1.065000, 0.000000, 0.245825, 1.570796, 0.462634
1.066500, 0.000000, 0.243515, 1.570796, 0.458893
1.068000, 0.000000, 0.241201, 1.570796, 0.455186
1.069500, 0.000000, 0.238890, 1.570796, 0.451485
1.071000, 0.000000, 0.236573, 1.570796, 0.447823
1.072500, 0.000000, 0.234260, 1.570796, 0.444164
1.074000, 0.000000, 0.231942, 1.570796, 0.440539
1.075500, 0.000000, 0.229624, 1.570796, 0.436935
1.077000, 0.000000, 0.227314, 1.570796, 0.433315
1.078500, 0.000000, 0.224976, 1.570796, 0.429825
1.080000, 0.000000, 0.222701, 1.570796, 0.426095
1.081500, 0.000000, 0.220296, 1.570796, 0.422920
1.083000, 0.000000, 0.218140, 1.570796, 0.418732
1.084500, 0.000000, 0.215530, 1.570796, 0.416447
1.086000, 0.000000, 0.213713, 1.570796, 0.410875
1.087500, 0.000000, 0.210567, 1.570796, 0.410879
1.089000, 0.000000, 0.209556, 1.570796, 0.401958
1.090500, 0.000000, 0.205313, 1.570796, 0.406659
1.092000, 0.000000, 0.205642, 1.570796, 0.392128
1.093500, 0.000000, 0.200309, 1.570796, 0.401624
1.095000, 0.000000, 0.200671, 1.570796, 0.387343
1.096500, 0.000000, 0.199480, 1.570796, 0.379969
1.098000, 0.000000, 0.189020, 1.570796, 0.415308
1.099500, 0.000000, 0.218250, 1.570796, 0.286391
1.101000, 0.000000, 0.162314, 1.570796, 0.541537
1.102500, 0.000000, 0.299780, 1.570796, 0.036031
1.104000, 0.000000, 0.150059, 1.570796, 0.705941
1.105500, 0.000000, 0.400332, 1.570796, 0.018360
1.107000, 0.000000, 0.283754, 1.570796, 0.194443
1.108500, 0.000000, 0.277671, 1.570796, -0.126380
1.110000, 0.000000, 0.349332, 1.570796, -0.346366
1.111500, 0.000000, 0.176154, 1.570796, 0.468233
1.113000, 0.000000, 0.486748, 1.570796, -0.397723
1.114500, 0.000000, 0.122529, 1.570796, 0.239115
1.116000, 0.000000, 0.260455, 1.570796, -1.015989
1.117500, 0.000000, -0.010826, 1.570796, -0.038741
1.119000, 0.000000, 0.067416, 1.570796, -0.438848
1.120500, 0.000000, 0.241674, 1.570796, -1.072772
1.122000, 0.000000, -0.098279, 1.570796, 0.706283
1.123500, 0.000000, 0.337066, 1.570796, -0.696566
1.125000, 0.000000, 0.176833, 1.570796, 0.137864
1.126500, 0.000000, 0.158814, 1.570796, 1.222270
1.128000, 0.000000, 0.484605, 1.570796, 0.057956
1.129500, 0.000000, -0.011674, 1.570796, 0.788657
1.131000, 0.000000, -0.351764, 1.570796, 0.523465
1.132500, 0.000000, -0.482759, 1.570796, -0.638467
1.134000, 0.000000, -0.370700, 1.570796, -1.503058
1.135500, 0.000000, -0.364628, 1.570796, -2.558517
1.137000, 0.000000, -0.049501, 1.570796, -3.511266
1.138500, 0.000000, 0.371907, 1.570796, -3.923640
1.140000, 0.000000, 0.454764, 1.570796, -3.808026
1.141500, 0.000000, 0.317689, 1.570796, -5.101955
1.143000, 0.000000, 0.383973, 1.570796, -5.876866
1.144500, 0.000000, 0.106158, 1.570796, -6.957949
1.146000, 0.000000, 0.126326, 1.570796, -6.919388
1.147500, 0.000000, -0.115912, 1.570796, -8.091991
1.149000, 0.000000, -0.474744, 1.570796, -9.078241
1.150500, 0.000000, -0.073286, 1.570796, -7.299443
1.152000, 0.000000, -0.438074, 1.570796, -7.220946
1.153500, 0.000000, -0.485305, 1.570796, -7.879312
1.155000, 0.000000, -0.202820, 1.570796, -8.644009
1.156500, 0.000000, -0.383617, 1.570796, -10.310322
1.158000, 0.000000, 0.076834, 1.570796, -9.498244
1.159500, 0.000000, 0.242056, 1.570796, -10.003520
1.161000, 0.000000, 0.488790, 1.570796, -10.669380
1.162500, 0.000000, -0.372842, 1.570796, -9.617247
1.164000, 0.000000, -0.448037, 1.570796, -10.434580
1.165500, 0.000000, -0.485972, 1.570796, -12.510880
1.167000, 0.000000, -0.496394, 1.570796, -14.505894
1.168500, 0.000000, -0.481304, 1.570796, -16.352070
1.170000, 0.000000, -0.344931, 1.570796, -18.799201
1.171500, 0.000000, -0.419570, 1.570796, -20.220690
1.173000, 0.000000, -0.040360, 1.570796, -19.103505
1.174500, 0.000000, 0.405341, 1.570796, -18.409220
1.176000, 0.000000, 0.261297, 1.570796, -20.026249
1.177500, 0.000000, 0.196420, 1.570796, -19.924589
1.179000, 0.000000, -0.329495, 1.570796, -20.280237
1.180500, 0.000000, -0.352555, 1.570796, -20.623270
1.182000, 0.000000, -0.059580, 1.570796, -21.586421
1.183500, 0.000000, 0.298790, 1.570796, -20.573322
1.185000, 0.000000, -0.494948, 1.570796, -20.831444
1.186500, 0.000000, 0.410598, 1.570796, -19.461933
1.188000, 0.000000, 0.152634, 1.570796, -21.564452
1.189500, 0.000000, -0.100926, 1.570796, -22.306328
1.191000, 0.000000, 0.141311, 1.570796, -19.653164
1.192500, 0.000000, -0.365701, 1.570796, -16.337194
1.194000, 0.000000, 0.178810, 1.570796, -14.990041
1.195500, 0.000000, 0.173396, 1.570796, -13.198122
1.197000, 0.000000, 0.478044, 1.570796, -12.942002
1.198500, 0.000000, 0.343157, 1.570796, -10.895471
1.200000, 0.000000, 0.499942, 1.570796, -10.051496
1.201500, 0.000000, 0.226443, 1.570796, -7.763190
1.203000, 0.000000, 0.416858, 1.570796, -7.291670
1.204500, 0.000000, 0.036948, 1.570796, -4.813573
1.206000, 0.000000, -0.222281, 1.570796, -1.801259
1.207500, 0.000000, -0.499509, 1.570796, -2.182890
1.209000, 0.000000, -0.283182, 1.570796, -0.180636
1.210500, 0.000000, 0.473156, 1.570796, 3.811813
1.212000, 0.000000, 0.381686, 1.570796, 5.342918
1.213500, 0.000000, -0.179087, 1.570796, 8.212007
1.215000, 0.000000, -0.128495, 1.570796, 11.224216
1.216500, 0.000000, 0.451906, 1.570796, 13.094856
1.218000, 0.000000, -0.453659, 1.570796, 15.887774
1.219500, 0.000000, 0.479584, 1.570796, 17.780290
1.221000, 0.000000, 0.052530, 1.570796, 19.674815
1.222500, 0.000000, -0.497844, 1.570796, 23.018931
1.224000, 0.000000, 0.338935, 1.570796, 26.444501
1.225500, 0.000000, 0.020188, 1.570796, 29.605590
1.227000, 0.000000, 0.469793, 1.570796, 33.720747
1.228500, 0.000000, 0.039920, 1.570796, 35.902111
1.230000, 0.000000, 0.063924, 1.570796, 38.610137
1.231500, 0.000000, 0.002863, 1.570796, 40.808197
1.233000, 0.000000, -0.354254, 1.570796, 43.451672
1.234500, 0.000000, 0.487510, 1.570796, 46.353331
1.236000, 0.000000, -0.496323, 1.570796, 49.332382
1.237500, 0.000000, 0.448448, 1.570796, 52.020862
1.239000, 0.000000, -0.499782, 1.570796, 54.647220
1.240500, 0.000000, 0.496086, 1.570796, 57.467329
1.242000, 0.000000, -0.495322, 1.570796, 60.385240
1.243500, 0.000000, 0.316968, 1.570796, 64.038807
1.245000, 0.000000, -0.467609, 1.570796, 67.301028
1.246500, 0.000000, 0.295200, 1.570796, 70.799816
1.248000, 0.000000, -0.310211, 1.570796, 74.102446
1.249500, 0.000000, 0.405585, 1.570796, 77.300570
1.251000, 0.000000, -0.242582, 1.570796, 80.697159
1.252500, 0.000000, 0.264294, 1.570796, 84.122208
1.254000, 0.000000, -0.093960, 1.570796, 87.496897
1.255500, 0.000000, -0.016606, 1.570796, 90.624282
1.257000, 0.000000, 0.012704, 1.570796, 92.959408
1.258500, 0.000000, -0.060810, 1.570796, 95.477288
1.260000, 0.000000, 0.439885, 1.570796, 99.445360
1.261500, 0.000000, 0.098481, 1.570796, 103.102815
1.263000, 0.000000, -0.057702, 1.570796, 105.834256
1.264500, 0.000000, 0.002990, 1.570796, 108.615522
1.266000, 0.000000, 0.019206, 1.570796, 111.240763
1.267500, 0.000000, 0.059624, 1.570796, 114.108612
1.269000, 0.000000, -0.413829, 1.570796, 117.623864
1.270500, 0.000000, -0.041586, 1.570796, 121.732503
1.272000, 0.000000, 0.141031, 1.570796, 125.286315
1.273500, 0.000000, -0.005915, 1.570796, 128.293073
1.275000, 0.000000, -0.366902, 1.570796, 131.052301
1.276500, 0.000000, 0.365687, 1.570796, 134.225686
1.278000, 0.000000, -0.336329, 1.570796, 137.248279
1.279500, 0.000000, 0.499567, 1.570796, 140.008839
1.281000, 0.000000, -0.414639, 1.570796, 143.389224
1.282500, 0.000000, -0.431843, 1.570796, 148.437043
1.284000, 0.000000, 0.169124, 1.570796, 152.010142
1.285500, 0.000000, 0.172944, 1.570796, 155.062974
1.287000, 0.000000, -0.494658, 1.570796, 158.670899
1.288500, 0.000000, 0.349979, 1.570796, 162.409313
1.290000, 0.000000, -0.362492, 1.570796, 165.689224
1.291500, 0.000000, 0.456681, 1.570796, 168.609900
1.293000, 0.000000, 0.109715, 1.570796, 172.548018
1.294500, 0.000000, -0.457463, 1.570796, 176.630427
1.296000, 0.000000, -0.110865, 1.570796, 180.782053
1.297500, 0.000000, 0.221370, 1.570796, 185.333436
1.299000, 0.000000, 0.200768, 1.570796, 189.552435
1.300500, 0.000000, -0.118141, 1.570796, 193.611728
1.302000, 0.000000, -0.369423, 1.570796, 196.528088
1.303500, 0.000000, 0.177420, 1.570796, 200.058402
1.305000, 0.000000, -0.044213, 1.570796, 204.813865
1.306500, 0.000000, -0.121044, 1.570796, 208.875569
1.308000, 0.000000, 0.025546, 1.570796, 212.392220
1.309500, 0.000000, 0.184029, 1.570796, 215.782977
1.311000, 0.000000, -0.496072, 1.570796, 218.965750
1.312500, 0.000000, 0.388059, 1.570796, 221.881076
1.314000, 0.000000, -0.227290, 1.570796, 224.877697
1.315500, 0.000000, 0.013641, 1.570796, 227.833188
1.317000, 0.000000, -0.052596, 1.570796, 231.041622
1.318500, 0.000000, 0.053011, 1.570796, 233.857647
1.320000, 0.000000, 0.047295, 1.570796, 236.375350
1.321500, 0.000000, -0.321476, 1.570796, 238.868450
1.323000, 0.000000, 0.474479, 1.570796, 241.740560
1.324500, 0.000000, -0.220849, 1.570796, 244.368879
1.326000, 0.000000, 0.198626, 1.570796, 247.452971
1.327500, 0.000000, 0.064657, 1.570796, 250.164345
1.329000, 0.000000, 0.324050, 1.570796, 254.317727
0.001200, 0.000000, 0.274999, 1.570796, 0.683331
0.002700, 0.000000, 0.212357, 1.570796, 1.219182
0.004200, 0.000000, -0.001600, 1.570796, -1.352948
0.005700, 0.000000, 0.398702, 1.570796, -7.152252
0.007200, 0.000000, 0.261217, 1.570796, -15.775768
0.008700, 0.000000, -0.491626, 1.570796, -24.283758
0.010200, 0.000000, -0.499791, 1.570796, -30.020417
0.011700, 0.000000, -0.353742, 1.570796, -35.628124
0.013200, 0.000000, -0.444700, 1.570796, -41.761907
0.014700, 0.000000, -0.440232, 1.570796, -48.219570
0.016200, 0.000000, -0.468413, 1.570796, -54.312587
0.017700, 0.000000, -0.489539, 1.570796, -60.879003
0.019200, 0.000000, -0.468879, 1.570796, -68.040917
0.020700, 0.000000, -0.486977, 1.570796, -75.439489
0.022200, 0.000000, -0.496687, 1.570796, -83.663447
0.023700, 0.000000, -0.497492, 1.570796, -92.459984
0.025200, 0.000000, -0.499411, 1.570796, -101.918825
0.026700, 0.000000, -0.499987, 1.570796, -111.928901
0.028200, 0.000000, -0.499989, 1.570796, -122.584656
0.029700, 0.000000, -0.499984, 1.570796, -133.857906
0.031200, 0.000000, -0.499986, 1.570796, -145.752562
0.032700, 0.000000, -0.499988, 1.570796, -158.269041
0.034200, 0.000000, -0.499990, 1.570796, -171.407534
0.035700, 0.000000, -0.499992, 1.570796, -185.168042
0.037200, 0.000000, -0.499993, 1.570796, -199.550569
0.038700, 0.000000, -0.499994, 1.570796, -214.555118
0.040200, 0.000000, -0.499995, 1.570796, -230.181691
0.041700, 0.000000, -0.499996, 1.570796, -246.430293
0.043200, 0.000000, -0.499996, 1.570796, -263.300923
0.044700, 0.000000, -0.499997, 1.570796, -280.793585
0.046200, 0.000000, -0.499997, 1.570796, -298.908278
0.047700, 0.000000, -0.499998, 1.570796, -317.645005
0.049200, 0.000000, -0.499998, 1.570796, -337.003766
0.050700, 0.000000, -0.499998, 1.570796, -356.984562
0.052200, 0.000000, -0.499898, 1.570796, -377.579118
0.053700, 0.000000, -0.499982, 1.570796, -392.982692
0.055200, 0.000000, -0.499993, 1.570796, -407.496772
0.056700, 0.000000, -0.499994, 1.570796, -422.633883
0.058200, 0.000000, -0.499995, 1.570796, -438.393020
0.059700, 0.000000, -0.499996, 1.570796, -454.774185
0.061200, 0.000000, -0.499996, 1.570796, -471.777379
0.062700, 0.000000, -0.499997, 1.570796, -489.402605
0.064200, 0.000000, -0.499997, 1.570796, -507.649863
0.065700, 0.000000, -0.500000, 1.570796, -526.577478
0.067200, 0.000000, -0.499709, 1.570796, -544.971689
0.068700, 0.000000, -0.499587, 1.570796, -563.692185
0.070200, 0.000000, -0.499900, 1.570796, -582.371907
0.071700, 0.000000, -0.499263, 1.570796, -601.079094
0.073200, 0.000000, -0.499571, 1.570796, -619.715442
0.074700, 0.000000, -0.499928, 1.570796, -638.417256
0.076200, 0.000000, -0.499319, 1.570796, -657.114973
0.077700, 0.000000, -0.499523, 1.570796, -675.752361
0.079200, 0.000000, -0.499956, 1.570796, -694.456233
0.080700, 0.000000, -0.499372, 1.570796, -713.152119
0.082200, 0.000000, -0.499482, 1.570796, -731.789249
0.083700, 0.000000, -0.499980, 1.570796, -750.494129
0.085200, 0.000000, -0.499418, 1.570796, -769.189175
0.086700, 0.000000, -0.499447, 1.570796, -787.826285
0.088200, 0.000000, -0.499995, 1.570796, -806.531194
0.089700, 0.000000, -0.499454, 1.570796, -825.226292
0.091200, 0.000000, -0.499413, 1.570796, -843.862512
0.092700, 0.000000, -0.500000, 1.570796, -862.568022
0.094200, 0.000000, -0.499482, 1.570796, -881.263554
0.095700, 0.000000, -0.499379, 1.570796, -899.897796
0.097200, 0.000000, -0.499993, 1.570796, -918.604774
0.098700, 0.000000, -0.499505, 1.570796, -937.300564
0.100200, 0.000000, -0.499352, 1.570796, -955.932772
0.101700, 0.000000, -0.499980, 1.570796, -974.641483
0.103200, 0.000000, -0.499526, 1.570796, -993.336823
0.104700, 0.000000, -0.499339, 1.570796, -1011.968031
0.106200, 0.000000, -0.499963, 1.570796, -1030.678214
